nohup: ignoring input
2018-04-09 09:29:22.952820: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2018-04-09 09:29:29.338564: step 0, loss = 4.66 (197.5 examples/sec; 0.648 sec/batch)
2018-04-10 02:19:33.533392: step 58700, loss = 45.79 (121.1 examples/sec; 1.057 sec/batch)
2018-04-10 02:19:43.796300: step 58710, loss = 45.34 (124.7 examples/sec; 1.026 sec/batch)
2018-04-10 02:19:54.077159: step 58720, loss = 44.88 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:20:04.418317: step 58730, loss = 44.71 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 02:20:14.756380: step 58740, loss = 44.14 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 02:20:25.173554: step 58750, loss = 43.88 (122.9 examples/sec; 1.042 sec/batch)
2018-04-10 02:20:35.493244: step 58760, loss = 43.65 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 02:20:45.796733: step 58770, loss = 43.31 (124.2 examples/sec; 1.030 sec/batch)
2018-04-10 02:20:56.061976: step 58780, loss = 42.77 (124.7 examples/sec; 1.027 sec/batch)
2018-04-10 02:21:06.404667: step 58790, loss = 42.60 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 02:21:17.047571: step 58800, loss = 42.38 (120.3 examples/sec; 1.064 sec/batch)
2018-04-10 02:21:27.358151: step 58810, loss = 41.72 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 02:21:37.658009: step 58820, loss = 41.76 (124.3 examples/sec; 1.030 sec/batch)
2018-04-10 02:21:47.941314: step 58830, loss = 41.42 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:21:58.249343: step 58840, loss = 40.98 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 02:22:08.622143: step 58850, loss = 40.43 (123.4 examples/sec; 1.037 sec/batch)
2018-04-10 02:22:18.951497: step 58860, loss = 40.35 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 02:22:29.273350: step 58870, loss = 40.07 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 02:22:39.594976: step 58880, loss = 39.75 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 02:22:49.885453: step 58890, loss = 39.56 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 02:23:00.478299: step 58900, loss = 39.09 (120.8 examples/sec; 1.059 sec/batch)
2018-04-10 02:23:10.790702: step 58910, loss = 38.96 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 02:23:21.107180: step 58920, loss = 38.63 (124.1 examples/sec; 1.032 sec/batch)
2018-04-10 02:23:31.436398: step 58930, loss = 38.41 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 02:23:41.714918: step 58940, loss = 37.90 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:23:51.984500: step 58950, loss = 37.89 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 02:24:02.320723: step 58960, loss = 37.50 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 02:24:12.646962: step 58970, loss = 37.00 (124.0 examples/sec; 1.033 sec/batch)
2018-04-10 02:24:22.946129: step 58980, loss = 36.79 (124.3 examples/sec; 1.030 sec/batch)
2018-04-10 02:24:33.205773: step 58990, loss = 36.66 (124.8 examples/sec; 1.026 sec/batch)
2018-04-10 02:24:43.773707: step 59000, loss = 36.16 (121.1 examples/sec; 1.057 sec/batch)
2018-04-10 02:24:53.997059: step 59010, loss = 35.99 (125.2 examples/sec; 1.022 sec/batch)
2018-04-10 02:25:04.300575: step 59020, loss = 35.67 (124.2 examples/sec; 1.030 sec/batch)
2018-04-10 02:25:14.598943: step 59030, loss = 35.32 (124.3 examples/sec; 1.030 sec/batch)
2018-04-10 02:25:24.930655: step 59040, loss = 35.24 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 02:25:35.185872: step 59050, loss = 34.81 (124.8 examples/sec; 1.026 sec/batch)
2018-04-10 02:25:45.492820: step 59060, loss = 34.55 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 02:25:55.821343: step 59070, loss = 34.30 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 02:26:06.165941: step 59080, loss = 34.13 (123.7 examples/sec; 1.034 sec/batch)
2018-04-10 02:26:16.500275: step 59090, loss = 33.81 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 02:26:27.109778: step 59100, loss = 33.48 (120.6 examples/sec; 1.061 sec/batch)
2018-04-10 02:26:37.374805: step 59110, loss = 33.37 (124.7 examples/sec; 1.027 sec/batch)
2018-04-10 02:26:47.652152: step 59120, loss = 33.25 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:26:57.917423: step 59130, loss = 32.80 (124.7 examples/sec; 1.027 sec/batch)
2018-04-10 02:27:08.246663: step 59140, loss = 32.65 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 02:27:18.560332: step 59150, loss = 32.42 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 02:27:28.906003: step 59160, loss = 32.16 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 02:27:39.218538: step 59170, loss = 31.87 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 02:27:49.496184: step 59180, loss = 31.57 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:27:59.763453: step 59190, loss = 31.48 (124.7 examples/sec; 1.027 sec/batch)
2018-04-10 02:28:10.378350: step 59200, loss = 31.20 (120.6 examples/sec; 1.061 sec/batch)
2018-04-10 02:28:20.649345: step 59210, loss = 30.90 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 02:28:30.955497: step 59220, loss = 30.58 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 02:28:41.209316: step 59230, loss = 30.59 (124.8 examples/sec; 1.025 sec/batch)
2018-04-10 02:28:51.495160: step 59240, loss = 30.19 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 02:29:01.827406: step 59250, loss = 29.99 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 02:29:12.189025: step 59260, loss = 29.75 (123.5 examples/sec; 1.036 sec/batch)
2018-04-10 02:29:22.496275: step 59270, loss = 29.64 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 02:29:32.800205: step 59280, loss = 29.33 (124.2 examples/sec; 1.030 sec/batch)
2018-04-10 02:29:43.107456: step 59290, loss = 29.16 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 02:29:53.708249: step 59300, loss = 28.80 (120.7 examples/sec; 1.060 sec/batch)
2018-04-10 02:30:04.052943: step 59310, loss = 28.63 (123.7 examples/sec; 1.034 sec/batch)
2018-04-10 02:30:14.461433: step 59320, loss = 28.40 (123.0 examples/sec; 1.041 sec/batch)
2018-04-10 02:30:24.780643: step 59330, loss = 28.10 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 02:30:35.085399: step 59340, loss = 27.89 (124.2 examples/sec; 1.030 sec/batch)
2018-04-10 02:30:45.377317: step 59350, loss = 27.75 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 02:30:55.745290: step 59360, loss = 27.79 (123.5 examples/sec; 1.037 sec/batch)
2018-04-10 02:31:06.093947: step 59370, loss = 27.29 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 02:31:16.460460: step 59380, loss = 27.35 (123.5 examples/sec; 1.037 sec/batch)
2018-04-10 02:31:26.791949: step 59390, loss = 26.93 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 02:31:37.414025: step 59400, loss = 26.56 (120.5 examples/sec; 1.062 sec/batch)
2018-04-10 02:31:47.729286: step 59410, loss = 26.30 (124.1 examples/sec; 1.032 sec/batch)
2018-04-10 02:31:58.049491: step 59420, loss = 26.52 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 02:32:08.410623: step 59430, loss = 26.10 (123.5 examples/sec; 1.036 sec/batch)
2018-04-10 02:32:18.768313: step 59440, loss = 26.04 (123.6 examples/sec; 1.036 sec/batch)
2018-04-10 02:32:29.124333: step 59450, loss = 25.77 (123.6 examples/sec; 1.036 sec/batch)
2018-04-10 02:32:39.464269: step 59460, loss = 25.64 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 02:32:49.763868: step 59470, loss = 25.20 (124.3 examples/sec; 1.030 sec/batch)
2018-04-10 02:33:00.076192: step 59480, loss = 25.39 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 02:33:10.447596: step 59490, loss = 24.89 (123.4 examples/sec; 1.037 sec/batch)
2018-04-10 02:33:21.088066: step 59500, loss = 24.69 (120.3 examples/sec; 1.064 sec/batch)
2018-04-10 02:33:31.386498: step 59510, loss = 24.69 (124.3 examples/sec; 1.030 sec/batch)
2018-04-10 02:33:41.686897: step 59520, loss = 24.39 (124.3 examples/sec; 1.030 sec/batch)
2018-04-10 02:33:51.978320: step 59530, loss = 24.32 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 02:34:02.309011: step 59540, loss = 24.14 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 02:34:12.627640: step 59550, loss = 23.84 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 02:34:22.928345: step 59560, loss = 23.54 (124.3 examples/sec; 1.030 sec/batch)
2018-04-10 02:34:33.210353: step 59570, loss = 23.65 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:34:43.485658: step 59580, loss = 23.39 (124.6 examples/sec; 1.028 sec/batch)
2018-04-10 02:34:53.750467: step 59590, loss = 23.20 (124.7 examples/sec; 1.026 sec/batch)
2018-04-10 02:35:04.357590: step 59600, loss = 22.86 (120.7 examples/sec; 1.061 sec/batch)
2018-04-10 02:35:14.683051: step 59610, loss = 23.01 (124.0 examples/sec; 1.033 sec/batch)
2018-04-10 02:35:25.042113: step 59620, loss = 22.77 (123.6 examples/sec; 1.036 sec/batch)
2018-04-10 02:35:35.709358: step 59630, loss = 22.54 (120.0 examples/sec; 1.067 sec/batch)
2018-04-10 02:35:46.107766: step 59640, loss = 22.34 (123.1 examples/sec; 1.040 sec/batch)
2018-04-10 02:35:56.446890: step 59650, loss = 22.18 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 02:36:07.010845: step 59660, loss = 21.84 (121.2 examples/sec; 1.056 sec/batch)
2018-04-10 02:36:17.375787: step 59670, loss = 21.69 (123.5 examples/sec; 1.036 sec/batch)
2018-04-10 02:36:27.697099: step 59680, loss = 21.67 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 02:36:38.016360: step 59690, loss = 21.43 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 02:36:48.610580: step 59700, loss = 21.41 (120.8 examples/sec; 1.059 sec/batch)
2018-04-10 02:36:58.887344: step 59710, loss = 20.94 (124.6 examples/sec; 1.028 sec/batch)
2018-04-10 02:37:09.220810: step 59720, loss = 21.25 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 02:37:19.534309: step 59730, loss = 20.91 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 02:37:29.829114: step 59740, loss = 20.72 (124.3 examples/sec; 1.029 sec/batch)
2018-04-10 02:37:40.148969: step 59750, loss = 20.53 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 02:37:50.454081: step 59760, loss = 20.65 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 02:38:00.831531: step 59770, loss = 20.22 (123.3 examples/sec; 1.038 sec/batch)
2018-04-10 02:38:11.198582: step 59780, loss = 19.96 (123.5 examples/sec; 1.037 sec/batch)
2018-04-10 02:38:21.535353: step 59790, loss = 20.06 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 02:38:32.136097: step 59800, loss = 19.85 (120.7 examples/sec; 1.060 sec/batch)
2018-04-10 02:38:42.410659: step 59810, loss = 19.58 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 02:38:52.721214: step 59820, loss = 19.52 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 02:39:03.067250: step 59830, loss = 19.30 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 02:39:13.398380: step 59840, loss = 19.08 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 02:39:23.743272: step 59850, loss = 19.11 (123.7 examples/sec; 1.034 sec/batch)
2018-04-10 02:39:34.091853: step 59860, loss = 18.97 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 02:39:44.377426: step 59870, loss = 18.91 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 02:39:54.757018: step 59880, loss = 18.87 (123.3 examples/sec; 1.038 sec/batch)
2018-04-10 02:40:05.087213: step 59890, loss = 18.74 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 02:40:15.696967: step 59900, loss = 18.38 (120.6 examples/sec; 1.061 sec/batch)
2018-04-10 02:40:26.052106: step 59910, loss = 18.32 (123.6 examples/sec; 1.036 sec/batch)
2018-04-10 02:40:36.360567: step 59920, loss = 18.21 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 02:40:46.636208: step 59930, loss = 18.12 (124.6 examples/sec; 1.028 sec/batch)
2018-04-10 02:40:56.952189: step 59940, loss = 17.80 (124.1 examples/sec; 1.032 sec/batch)
2018-04-10 02:41:07.377237: step 59950, loss = 17.85 (122.8 examples/sec; 1.043 sec/batch)
2018-04-10 02:41:17.749928: step 59960, loss = 17.81 (123.4 examples/sec; 1.037 sec/batch)
2018-04-10 02:41:28.058663: step 59970, loss = 17.48 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 02:41:38.331146: step 59980, loss = 17.44 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 02:41:48.621031: step 59990, loss = 17.40 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 02:41:59.178444: step 60000, loss = 17.15 (121.2 examples/sec; 1.056 sec/batch)
2018-04-10 02:42:09.485982: step 60010, loss = 17.03 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 02:42:19.816531: step 60020, loss = 16.93 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 02:42:30.086320: step 60030, loss = 16.70 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 02:42:40.401049: step 60040, loss = 16.58 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 02:42:50.666158: step 60050, loss = 16.38 (124.7 examples/sec; 1.027 sec/batch)
2018-04-10 02:43:00.938231: step 60060, loss = 16.12 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 02:43:11.300240: step 60070, loss = 16.32 (123.5 examples/sec; 1.036 sec/batch)
2018-04-10 02:43:21.616933: step 60080, loss = 16.24 (124.1 examples/sec; 1.032 sec/batch)
2018-04-10 02:43:31.880577: step 60090, loss = 16.15 (124.7 examples/sec; 1.026 sec/batch)
2018-04-10 02:43:42.434205: step 60100, loss = 15.77 (121.3 examples/sec; 1.055 sec/batch)
2018-04-10 02:43:52.694173: step 60110, loss = 15.73 (124.8 examples/sec; 1.026 sec/batch)
2018-04-10 02:44:03.061976: step 60120, loss = 15.55 (123.5 examples/sec; 1.037 sec/batch)
2018-04-10 02:44:13.368527: step 60130, loss = 15.47 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 02:44:23.655547: step 60140, loss = 15.59 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 02:44:33.929569: step 60150, loss = 15.17 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 02:44:44.233131: step 60160, loss = 15.38 (124.2 examples/sec; 1.030 sec/batch)
2018-04-10 02:44:54.488775: step 60170, loss = 15.39 (124.8 examples/sec; 1.026 sec/batch)
2018-04-10 02:45:04.779157: step 60180, loss = 15.04 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 02:45:15.098776: step 60190, loss = 14.97 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 02:45:25.705951: step 60200, loss = 14.91 (120.7 examples/sec; 1.061 sec/batch)
2018-04-10 02:45:35.977231: step 60210, loss = 14.75 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 02:45:46.274345: step 60220, loss = 14.70 (124.3 examples/sec; 1.030 sec/batch)
2018-04-10 02:45:56.577389: step 60230, loss = 14.64 (124.2 examples/sec; 1.030 sec/batch)
2018-04-10 02:46:07.019364: step 60240, loss = 14.38 (122.6 examples/sec; 1.044 sec/batch)
2018-04-10 02:46:17.356519: step 60250, loss = 14.46 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 02:46:27.659120: step 60260, loss = 14.01 (124.2 examples/sec; 1.030 sec/batch)
2018-04-10 02:46:37.917736: step 60270, loss = 14.02 (124.8 examples/sec; 1.026 sec/batch)
2018-04-10 02:46:48.172193: step 60280, loss = 13.97 (124.8 examples/sec; 1.025 sec/batch)
2018-04-10 02:46:58.466126: step 60290, loss = 13.95 (124.3 examples/sec; 1.029 sec/batch)
2018-04-10 02:47:09.093664: step 60300, loss = 13.88 (120.4 examples/sec; 1.063 sec/batch)
2018-04-10 02:47:19.374990: step 60310, loss = 13.81 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:47:29.694523: step 60320, loss = 13.59 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 02:47:39.978475: step 60330, loss = 13.61 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:47:50.260002: step 60340, loss = 13.30 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:48:00.583799: step 60350, loss = 13.19 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 02:48:10.927426: step 60360, loss = 13.37 (123.7 examples/sec; 1.034 sec/batch)
2018-04-10 02:48:21.246588: step 60370, loss = 12.94 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 02:48:31.551264: step 60380, loss = 12.94 (124.2 examples/sec; 1.030 sec/batch)
2018-04-10 02:48:41.846703: step 60390, loss = 12.94 (124.3 examples/sec; 1.030 sec/batch)
2018-04-10 02:48:52.424739: step 60400, loss = 12.90 (121.0 examples/sec; 1.058 sec/batch)
2018-04-10 02:49:02.725968: step 60410, loss = 12.55 (124.3 examples/sec; 1.030 sec/batch)
2018-04-10 02:49:13.030045: step 60420, loss = 12.63 (124.2 examples/sec; 1.030 sec/batch)
2018-04-10 02:49:23.331910: step 60430, loss = 12.57 (124.2 examples/sec; 1.030 sec/batch)
2018-04-10 02:49:33.608130: step 60440, loss = 12.55 (124.6 examples/sec; 1.028 sec/batch)
2018-04-10 02:49:43.888332: step 60450, loss = 12.50 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:49:54.170774: step 60460, loss = 12.30 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:50:04.500012: step 60470, loss = 12.24 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 02:50:14.849495: step 60480, loss = 12.27 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 02:50:25.177231: step 60490, loss = 12.03 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 02:50:35.739624: step 60500, loss = 11.81 (121.2 examples/sec; 1.056 sec/batch)
2018-04-10 02:50:45.931234: step 60510, loss = 11.76 (125.6 examples/sec; 1.019 sec/batch)
2018-04-10 02:50:56.192347: step 60520, loss = 11.76 (124.7 examples/sec; 1.026 sec/batch)
2018-04-10 02:51:06.510781: step 60530, loss = 11.77 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 02:51:16.848222: step 60540, loss = 11.62 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 02:51:27.132018: step 60550, loss = 11.45 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:51:37.444652: step 60560, loss = 11.47 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 02:51:47.729226: step 60570, loss = 11.35 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:51:57.992827: step 60580, loss = 11.62 (124.7 examples/sec; 1.026 sec/batch)
2018-04-10 02:52:08.318210: step 60590, loss = 11.29 (124.0 examples/sec; 1.033 sec/batch)
2018-04-10 02:52:18.903678: step 60600, loss = 11.27 (120.9 examples/sec; 1.059 sec/batch)
2018-04-10 02:52:29.150576: step 60610, loss = 11.19 (124.9 examples/sec; 1.025 sec/batch)
2018-04-10 02:52:39.415175: step 60620, loss = 11.01 (124.7 examples/sec; 1.026 sec/batch)
2018-04-10 02:52:49.660948: step 60630, loss = 10.74 (124.9 examples/sec; 1.025 sec/batch)
2018-04-10 02:52:59.932519: step 60640, loss = 10.78 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 02:53:10.241961: step 60650, loss = 10.73 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 02:53:20.547664: step 60660, loss = 10.52 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 02:53:30.798712: step 60670, loss = 10.62 (124.9 examples/sec; 1.025 sec/batch)
2018-04-10 02:53:41.045959: step 60680, loss = 10.79 (124.9 examples/sec; 1.025 sec/batch)
2018-04-10 02:53:51.325555: step 60690, loss = 10.37 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:54:01.953395: step 60700, loss = 10.34 (120.4 examples/sec; 1.063 sec/batch)
2018-04-10 02:54:12.200963: step 60710, loss = 10.38 (124.9 examples/sec; 1.025 sec/batch)
2018-04-10 02:54:22.457741: step 60720, loss = 10.31 (124.8 examples/sec; 1.026 sec/batch)
2018-04-10 02:54:32.689631: step 60730, loss = 10.11 (125.1 examples/sec; 1.023 sec/batch)
2018-04-10 02:54:42.917096: step 60740, loss = 10.12 (125.2 examples/sec; 1.023 sec/batch)
2018-04-10 02:54:53.162396: step 60750, loss = 10.02 (124.9 examples/sec; 1.025 sec/batch)
2018-04-10 02:55:03.538778: step 60760, loss = 9.97 (123.4 examples/sec; 1.038 sec/batch)
2018-04-10 02:55:13.806585: step 60770, loss = 10.01 (124.7 examples/sec; 1.027 sec/batch)
2018-04-10 02:55:24.083604: step 60780, loss = 9.77 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:55:34.357825: step 60790, loss = 9.72 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 02:55:44.921892: step 60800, loss = 9.63 (121.2 examples/sec; 1.056 sec/batch)
2018-04-10 02:55:55.159111: step 60810, loss = 9.63 (125.0 examples/sec; 1.024 sec/batch)
2018-04-10 02:56:05.512383: step 60820, loss = 9.48 (123.6 examples/sec; 1.035 sec/batch)
2018-04-10 02:56:15.860665: step 60830, loss = 9.49 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 02:56:26.144464: step 60840, loss = 9.70 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 02:56:36.419455: step 60850, loss = 9.25 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 02:56:46.709088: step 60860, loss = 9.46 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 02:56:56.971024: step 60870, loss = 9.19 (124.7 examples/sec; 1.026 sec/batch)
2018-04-10 02:57:07.289122: step 60880, loss = 9.38 (124.1 examples/sec; 1.032 sec/batch)
2018-04-10 02:57:17.546158: step 60890, loss = 9.25 (124.8 examples/sec; 1.026 sec/batch)
2018-04-10 02:57:28.089448: step 60900, loss = 9.18 (121.4 examples/sec; 1.054 sec/batch)
2018-04-10 02:57:38.302805: step 60910, loss = 8.94 (125.3 examples/sec; 1.021 sec/batch)
2018-04-10 02:57:48.546571: step 60920, loss = 8.98 (125.0 examples/sec; 1.024 sec/batch)
2018-04-10 02:57:58.777860: step 60930, loss = 8.81 (125.1 examples/sec; 1.023 sec/batch)
2018-04-10 02:58:09.078459: step 60940, loss = 8.92 (124.3 examples/sec; 1.030 sec/batch)
2018-04-10 02:58:19.352033: step 60950, loss = 8.75 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 02:58:29.621207: step 60960, loss = 8.77 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 02:58:39.847196: step 60970, loss = 8.68 (125.2 examples/sec; 1.023 sec/batch)
2018-04-10 02:58:50.073650: step 60980, loss = 8.79 (125.2 examples/sec; 1.023 sec/batch)
2018-04-10 02:59:00.497578: step 60990, loss = 8.71 (122.8 examples/sec; 1.042 sec/batch)
2018-04-10 02:59:11.158115: step 61000, loss = 8.54 (120.1 examples/sec; 1.066 sec/batch)
2018-04-10 02:59:21.405812: step 61010, loss = 8.50 (124.9 examples/sec; 1.025 sec/batch)
2018-04-10 02:59:31.681951: step 61020, loss = 8.34 (124.6 examples/sec; 1.028 sec/batch)
2018-04-10 02:59:41.938016: step 61030, loss = 8.29 (124.8 examples/sec; 1.026 sec/batch)
2018-04-10 02:59:52.200404: step 61040, loss = 8.22 (124.7 examples/sec; 1.026 sec/batch)
2018-04-10 03:00:02.485869: step 61050, loss = 8.15 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 03:00:12.848600: step 61060, loss = 8.13 (123.5 examples/sec; 1.036 sec/batch)
2018-04-10 03:00:23.232512: step 61070, loss = 8.25 (123.3 examples/sec; 1.038 sec/batch)
2018-04-10 03:00:33.494637: step 61080, loss = 8.11 (124.7 examples/sec; 1.026 sec/batch)
2018-04-10 03:00:43.735373: step 61090, loss = 7.97 (125.0 examples/sec; 1.024 sec/batch)
2018-04-10 03:00:54.283015: step 61100, loss = 7.97 (121.4 examples/sec; 1.055 sec/batch)
2018-04-10 03:01:04.610602: step 61110, loss = 7.99 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 03:01:14.953427: step 61120, loss = 7.91 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 03:01:25.223567: step 61130, loss = 7.89 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 03:01:35.511835: step 61140, loss = 7.97 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 03:01:45.782484: step 61150, loss = 7.46 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 03:01:56.044532: step 61160, loss = 7.57 (124.7 examples/sec; 1.026 sec/batch)
2018-04-10 03:02:06.371143: step 61170, loss = 7.70 (124.0 examples/sec; 1.033 sec/batch)
2018-04-10 03:02:16.695868: step 61180, loss = 7.71 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 03:02:26.960538: step 61190, loss = 7.42 (124.7 examples/sec; 1.026 sec/batch)
2018-04-10 03:02:37.531386: step 61200, loss = 7.52 (121.1 examples/sec; 1.057 sec/batch)
2018-04-10 03:02:47.816421: step 61210, loss = 7.48 (124.5 examples/sec; 1.029 sec/batch)
2018-04-10 03:02:58.093388: step 61220, loss = 7.34 (124.6 examples/sec; 1.028 sec/batch)
2018-04-10 03:03:08.433354: step 61230, loss = 7.23 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 03:03:18.780046: step 61240, loss = 7.36 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 03:03:29.111053: step 61250, loss = 7.18 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 03:03:39.449405: step 61260, loss = 7.18 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 03:03:49.771893: step 61270, loss = 7.42 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 03:04:00.078559: step 61280, loss = 6.97 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 03:04:10.452850: step 61290, loss = 7.10 (123.4 examples/sec; 1.037 sec/batch)
2018-04-10 03:04:21.072543: step 61300, loss = 7.26 (120.5 examples/sec; 1.062 sec/batch)
2018-04-10 03:04:31.340406: step 61310, loss = 6.86 (124.7 examples/sec; 1.027 sec/batch)
2018-04-10 03:04:41.633742: step 61320, loss = 6.83 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 03:04:51.900530: step 61330, loss = 7.03 (124.7 examples/sec; 1.027 sec/batch)
2018-04-10 03:05:02.210798: step 61340, loss = 6.76 (124.1 examples/sec; 1.031 sec/batch)
